Country,geo,Year,CAGR types,CAGR value
Croatia,HR,2015-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2016-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2017-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2018-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2019-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2020-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2021-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2022-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Croatia,HR,2023-01-01,Fem Res CAGR 2009_2021,0.2646649356563062
Hungary,HU,2005-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2006-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2007-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2008-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2009-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2010-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2011-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2012-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2013-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2014-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2015-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2016-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2017-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2018-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2019-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2020-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2021-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2022-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Hungary,HU,2023-01-01,Fem Res CAGR 2009_2021,0.3440797404274245
Italy,IT,2005-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2006-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2007-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2008-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2009-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2010-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2011-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2012-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2013-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2014-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2015-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2016-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2017-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2018-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2019-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2020-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2021-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2022-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Italy,IT,2023-01-01,Fem Res CAGR 2009_2021,0.29686513464170905
Poland,PL,2005-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2006-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2007-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2008-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2009-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2010-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2011-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2012-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2013-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2014-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2015-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2016-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2017-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2018-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2019-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2020-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2021-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2022-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Poland,PL,2023-01-01,Fem Res CAGR 2009_2021,0.4094106387821761
Portugal,PT,2005-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2006-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2007-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2008-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2009-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2010-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2011-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2012-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2013-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2014-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2015-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2016-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2017-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2018-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2019-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2020-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2021-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2022-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Portugal,PT,2023-01-01,Fem Res CAGR 2009_2021,0.2648207276764112
Slovakia,SK,2005-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2006-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2007-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2008-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2009-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2010-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2011-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2012-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2013-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2014-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2015-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2016-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2017-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2018-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2019-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2020-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2021-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2022-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Slovakia,SK,2023-01-01,Fem Res CAGR 2009_2021,0.31918306073772107
Bulgaria,BG,2005-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2006-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2007-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2008-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2009-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2010-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2011-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2012-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2013-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2014-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2015-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2016-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2017-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2018-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2019-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2020-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2021-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2022-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Bulgaria,BG,2023-01-01,SpendEff CAGR 2009_2021,0.015472485526782043
Czechia,CZ,2005-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2006-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2007-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2008-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2009-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2010-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2011-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2012-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2013-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2014-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2015-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2016-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2017-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2018-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2019-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2020-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2021-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2022-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Czechia,CZ,2023-01-01,SpendEff CAGR 2009_2021,0.011791038739517035
Estonia,EE,2005-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2006-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2007-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2008-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2009-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2010-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2011-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2012-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2013-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2014-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2015-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2016-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2017-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2018-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2019-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2020-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2021-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2022-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Estonia,EE,2023-01-01,SpendEff CAGR 2009_2021,0.0410122804272095
Croatia,HR,2005-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2006-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2007-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2008-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2009-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2010-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2011-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2012-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2013-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2014-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2015-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2016-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2017-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2018-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2019-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2020-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2021-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2022-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Croatia,HR,2023-01-01,SpendEff CAGR 2009_2021,0.0025856196422957556
Hungary,HU,2005-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2006-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2007-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2008-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2009-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2010-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2011-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2012-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2013-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2014-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2015-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2016-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2017-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2018-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2019-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2020-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2021-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2022-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Hungary,HU,2023-01-01,SpendEff CAGR 2009_2021,-0.0014275209694618596
Italy,IT,2005-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2006-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2007-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2008-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2009-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2010-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2011-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2012-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2013-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2014-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2015-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2016-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2017-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2018-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2019-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2020-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2021-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2022-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Italy,IT,2023-01-01,SpendEff CAGR 2009_2021,-0.030754969245818775
Poland,PL,2005-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2006-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2007-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2008-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2009-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2010-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
Poland,PL,2011-01-01,SpendEff CAGR 2009_2021,0.02638044321454891
